Response_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality_Cluster,Q4_Monthly_Income,Q5_Favorite_Sport,Q6_Favorite_Team,Q7_Fan_Type,Q8_Own_Jerseys,Q9_Jerseys_Owned,Q10_Jersey_Type_Interest,Q11_Authentication_Importance,Q12_Preferred_Condition,Q13_Player_Popularity_Importance,Q14_Rarity_Importance,Q15_Vintage_Interest,Q16_Willingness_to_Spend,Q17_Purchase_Frequency,Q18_Discount_Influence,Q19_Recommendation_Influence,Q20_Wishlist_Behavior,Q21_Would_Use_Platform,Q22_Trust_Factors,Q23_Would_Resell,Q24_Loyalty_Interest,Q25_Feature_Ranking
2310,35-44,Female,Arab,"3,000-10,000",Basketball,Golden State Warriors,Investment buyer,Yes,26+,Game-Worn,5,Good (minor wear),2,5,"Yes, very interested",Under 50,Once a year or less,No impact,Maybe,"Yes, occasionally",Definitely yes,Money-back guarantee; AI-powered authenticity checks; Blockchain verification; Seller ratings and reviews,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2311,35-44,Male,Other,"3,000-10,000",Other,None Specific,Investment buyer,Yes,26+,Signed by player,4,Mint (perfect),3,5,Not interested,50-200,More than 10 times a year,No impact,Maybe,"Yes, occasionally",Definitely yes,Blockchain verification; Seller ratings and reviews,No,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2312,55-65,Female,Western Expat,"20,001-35,000",Baseball,Chicago Cubs,Hardcore collector,Yes,11-25,Limited Edition,4,Mint (perfect),5,4,Somewhat interested,Under 50,More than 10 times a year,Somewhat influences,"No, I prefer browsing on my own","Yes, occasionally",Definitely yes,Seller ratings and reviews; Money-back guarantee; Blockchain verification; Third-party authentication certificates,No,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2313,35-44,Female,South Asian,"20,001-35,000",Cricket,Pakistan National,Investment buyer,Yes,4-10,Game-Worn,3,"Used (visible wear, but authentic)",4,4,"Yes, very interested","501-1,500",5-10 times a year,No impact,"No, I prefer browsing on my own","Yes, occasionally",Definitely yes,Third-party authentication certificates; Seller ratings and reviews; Blockchain verification; Money-back guarantee,Yes,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2314,18-24,Male,South Asian,"20,001-35,000",Football,AC Milan,Investment buyer,No,,Game-Worn,4,Condition doesn't matter if rare,3,4,"Yes, very interested","501-1,500",5-10 times a year,No impact,"Yes, definitely","Yes, occasionally",Definitely no,Seller ratings and reviews; AI-powered authenticity checks; Money-back guarantee; Third-party authentication certificates; Blockchain verification,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2315,35-44,Female,Western Expat,"10,001-20,000",Baseball,SF Giants,Passionate fan,Yes,1-3,Signed by player,4,Good (minor wear),3,3,"Yes, very interested",Under 50,5-10 times a year,Somewhat influences,"No, I prefer browsing on my own","Yes, frequently",Not sure,AI-powered authenticity checks; Seller ratings and reviews,Maybe,Somewhat,AI-based recommendations > Authentication verification > Rarity scoring system > Dynamic pricing transparency
2316,25-34,Male,South Asian,"10,001-20,000",Football,Real Madrid,Passionate fan,No,,Limited Edition,4,Good (minor wear),3,3,"Yes, very interested",50-200,2-4 times a year,Strongly influences,Maybe,"Yes, occasionally",Definitely no,Third-party authentication certificates; Money-back guarantee,No,Somewhat,Authentication verification > Dynamic pricing transparency > AI-based recommendations > Rarity scoring system
2317,35-44,Male,Arab,"Below 3,000",Football,Al Hilal,Casual viewer,No,,Regular replica,1,Good (minor wear),3,1,Not interested,Under 50,5-10 times a year,Strongly influences,Maybe,"Yes, frequently",Not sure,Third-party authentication certificates; Money-back guarantee; AI-powered authenticity checks,Maybe,Somewhat,AI-based recommendations > Dynamic pricing transparency > Authentication verification > Rarity scoring system
2318,18-24,Male,East Asian,"3,000-10,000",Other,Roger Federer Fan,Passionate fan,No,,Limited Edition,5,Mint (perfect),5,2,Somewhat interested,"501-1,500",Once a year or less,No impact,Maybe,"Yes, occasionally",Probably no,Blockchain verification; Third-party authentication certificates; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > AI-based recommendations > Rarity scoring system > Dynamic pricing transparency
2319,35-44,Male,African,"10,001-20,000",Other,None Specific,Investment buyer,No,,Game-Worn,3,Condition doesn't matter if rare,4,4,"Yes, very interested",50-200,5-10 times a year,Somewhat influences,"No, I prefer browsing on my own","Yes, occasionally",Definitely no,Blockchain verification; Third-party authentication certificates; Seller ratings and reviews; Money-back guarantee,Maybe,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2320,25-34,Male,Western Expat,"20,001-35,000",Basketball,Golden State Warriors,Casual viewer,No,,Regular replica,1,Condition doesn't matter if rare,3,4,Not interested,"501-1,500",Once a year or less,Somewhat influences,Maybe,"Yes, occasionally",Probably no,AI-powered authenticity checks; Seller ratings and reviews,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2321,18-24,Male,Arab,"35,001-50,000",Football,Juventus,Hardcore collector,Yes,11-25,Vintage,5,Mint (perfect),4,3,Not interested,201-500,5-10 times a year,Somewhat influences,Maybe,No,Definitely yes,AI-powered authenticity checks; Seller ratings and reviews; Third-party authentication certificates,Maybe,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2322,35-44,Male,Western Expat,"20,001-35,000",Other,None Specific,Hardcore collector,Yes,26+,Signed by player,5,Mint (perfect),2,4,Somewhat interested,50-200,5-10 times a year,No impact,Maybe,"Yes, occasionally",Not sure,Blockchain verification; Money-back guarantee; Seller ratings and reviews; Third-party authentication certificates; AI-powered authenticity checks,Maybe,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2323,35-44,Male,Arab,"Below 3,000",Football,Bayern Munich,Hardcore collector,Yes,4-10,Signed by player,4,Condition doesn't matter if rare,3,4,"Yes, very interested","1,501-3,000",5-10 times a year,No impact,"Yes, definitely","Yes, frequently",Probably no,Third-party authentication certificates; Seller ratings and reviews; AI-powered authenticity checks; Blockchain verification,Maybe,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2324,25-34,Male,Arab,"20,001-35,000",Basketball,Chicago Bulls,Investment buyer,Yes,11-25,Regular replica,4,Good (minor wear),3,5,Somewhat interested,"1,501-3,000",5-10 times a year,Somewhat influences,"Yes, definitely","Yes, occasionally",Probably yes,Third-party authentication certificates; AI-powered authenticity checks; Seller ratings and reviews; Blockchain verification,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2325,45-54,Male,Arab,"10,001-20,000",Football,Juventus,Passionate fan,Yes,4-10,Limited Edition,5,Good (minor wear),4,2,Somewhat interested,"1,501-3,000",2-4 times a year,Strongly influences,Maybe,"Yes, frequently",Probably yes,Third-party authentication certificates; Money-back guarantee,Maybe,Somewhat,Rarity scoring system > Authentication verification > Dynamic pricing transparency > AI-based recommendations
2326,25-34,Male,Arab,"20,001-35,000",Basketball,Brooklyn Nets,Investment buyer,Yes,1-3,Game-Worn,4,Mint (perfect),3,5,"Yes, very interested","501-1,500",2-4 times a year,Somewhat influences,"Yes, definitely",No,Not sure,Blockchain verification; AI-powered authenticity checks; Third-party authentication certificates; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2327,45-54,Male,South Asian,"20,001-35,000",Cricket,Pakistan National,Investment buyer,Yes,4-10,Regular replica,4,Mint (perfect),4,3,Somewhat interested,"501-1,500",More than 10 times a year,Somewhat influences,"Yes, definitely","Yes, occasionally",Definitely yes,Third-party authentication certificates; Money-back guarantee; Seller ratings and reviews; AI-powered authenticity checks,Yes,Not really,
2328,18-24,Male,Western Expat,"10,001-20,000",Football,PSG,Passionate fan,No,,Regular replica,4,Good (minor wear),4,3,Not interested,Under 50,More than 10 times a year,Strongly influences,Maybe,"Yes, occasionally",Probably no,AI-powered authenticity checks; Third-party authentication certificates; Seller ratings and reviews,Yes,"Yes, strongly",Dynamic pricing transparency > Rarity scoring system > AI-based recommendations > Authentication verification
2329,25-34,Male,South Asian,"10,001-20,000",Cricket,Australia National,Investment buyer,Yes,11-25,Signed by player,4,Mint (perfect),4,4,Somewhat interested,"501-1,500",2-4 times a year,Somewhat influences,"Yes, definitely",No,Definitely yes,Seller ratings and reviews; Money-back guarantee; AI-powered authenticity checks; Blockchain verification,Yes,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2330,35-44,Male,South Asian,"10,001-20,000",Cricket,Australia National,Casual viewer,No,,Regular replica,1,"Used (visible wear, but authentic)",2,2,Somewhat interested,50-200,2-4 times a year,Strongly influences,Maybe,No,Definitely no,AI-powered authenticity checks; Third-party authentication certificates,No,Somewhat,AI-based recommendations > Dynamic pricing transparency > Authentication verification > Rarity scoring system
2331,18-24,Male,South Asian,"10,001-20,000",Football,Real Madrid,Hardcore collector,Yes,11-25,Limited Edition,4,Good (minor wear),4,4,Somewhat interested,"3,000+",More than 10 times a year,No impact,"Yes, definitely","Yes, occasionally",Probably yes,AI-powered authenticity checks; Blockchain verification; Money-back guarantee; Third-party authentication certificates,Maybe,Not really,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2332,25-34,Male,South Asian,"3,000-10,000",Cricket,Australia National,Investment buyer,Yes,11-25,Game-Worn,4,Good (minor wear),4,4,"Yes, very interested",201-500,More than 10 times a year,Somewhat influences,"No, I prefer browsing on my own","Yes, frequently",Definitely yes,Blockchain verification; Third-party authentication certificates; Seller ratings and reviews; AI-powered authenticity checks; Money-back guarantee,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2333,18-24,Male,Western Expat,"10,001-20,000",Basketball,Chicago Bulls,Passionate fan,Yes,1-3,Regular replica,4,Condition doesn't matter if rare,2,2,Somewhat interested,"501-1,500",Once a year or less,Strongly influences,"Yes, definitely","Yes, occasionally",Definitely yes,Third-party authentication certificates; Blockchain verification; AI-powered authenticity checks,Yes,Not really,Rarity scoring system > Authentication verification > Dynamic pricing transparency > AI-based recommendations
2334,25-34,Female,Western Expat,"10,001-20,000",Other,None Specific,Hardcore collector,Yes,26+,Game-Worn,4,Mint (perfect),3,4,"Yes, very interested","501-1,500",More than 10 times a year,Somewhat influences,"Yes, definitely","Yes, occasionally",Definitely yes,AI-powered authenticity checks; Third-party authentication certificates; Money-back guarantee; Seller ratings and reviews,Maybe,Not really,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2335,18-24,Male,South Asian,"10,001-20,000",Football,Barcelona,Casual viewer,No,,Game-Worn,3,Mint (perfect),4,3,Not interested,201-500,Once a year or less,Strongly influences,"Yes, definitely",No,Probably yes,Seller ratings and reviews; Third-party authentication certificates; Money-back guarantee; AI-powered authenticity checks,No,Somewhat,AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
2336,35-44,Male,Arab,"3,000-10,000",Cricket,CSK,Investment buyer,No,,Vintage,3,Mint (perfect),3,3,Somewhat interested,,5-10 times a year,No impact,"Yes, definitely",No,Not sure,Money-back guarantee; AI-powered authenticity checks; Seller ratings and reviews; Third-party authentication certificates; Blockchain verification,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2337,25-34,Female,Arab,"10,001-20,000",Football,Arsenal,Investment buyer,Yes,1-3,Vintage,3,Mint (perfect),3,5,Somewhat interested,50-200,2-4 times a year,Somewhat influences,"Yes, definitely",No,Probably yes,Seller ratings and reviews; Third-party authentication certificates,Yes,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2338,18-24,Male,Western Expat,"Below 3,000",Basketball,Boston Celtics,Casual viewer,No,,Regular replica,1,Good (minor wear),3,1,Not interested,50-200,Once a year or less,Strongly influences,"Yes, definitely","Yes, frequently",Probably yes,Third-party authentication certificates; Blockchain verification,No,"Yes, strongly",Dynamic pricing transparency > Authentication verification > Rarity scoring system > AI-based recommendations
2339,18-24,Male,Arab,"20,001-35,000",Other,New Zealand All Blacks,Hardcore collector,Yes,11-25,Signed by player,4,Good (minor wear),3,4,"Yes, very interested","501-1,500",More than 10 times a year,Somewhat influences,"Yes, definitely",No,Definitely yes,Seller ratings and reviews; Money-back guarantee; Third-party authentication certificates,Maybe,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2340,35-44,Female,South Asian,"Below 3,000",Cricket,Australia National,Casual viewer,Yes,4-10,Signed by player,2,"Used (visible wear, but authentic)",3,3,"Yes, very interested",Under 50,2-4 times a year,Somewhat influences,Maybe,"Yes, occasionally",Probably no,Blockchain verification,Maybe,Somewhat,AI-based recommendations > Authentication verification > Dynamic pricing transparency > Rarity scoring system
2341,35-44,Male,South Asian,"10,001-20,000",Football,PSG,Hardcore collector,Yes,11-25,Game-Worn,4,Mint (perfect),4,4,"Yes, very interested","501-1,500",2-4 times a year,No impact,"Yes, definitely",No,Definitely yes,Money-back guarantee; Blockchain verification; Seller ratings and reviews,No,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2342,25-34,Male,Arab,"10,001-20,000",Other,Team India Hockey,Casual viewer,Yes,4-10,Regular replica,2,Good (minor wear),4,1,Not interested,50-200,Once a year or less,No impact,"Yes, definitely","Yes, occasionally",Not sure,AI-powered authenticity checks; Seller ratings and reviews,Yes,"Yes, strongly",Authentication verification > Dynamic pricing transparency > Rarity scoring system > AI-based recommendations
2343,25-34,Male,South Asian,"3,000-10,000",Basketball,Golden State Warriors,Casual viewer,No,,Regular replica,2,Good (minor wear),2,1,Not interested,"1,501-3,000",5-10 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Definitely no,Money-back guarantee,Maybe,Somewhat,AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
2344,18-24,Male,Arab,"3,000-10,000",Football,Liverpool,Casual viewer,No,,Limited Edition,1,"Used (visible wear, but authentic)",3,1,Not interested,"501-1,500",2-4 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Probably no,Money-back guarantee,Maybe,"Yes, strongly",AI-based recommendations > Dynamic pricing transparency > Rarity scoring system > Authentication verification
2345,35-44,Male,East Asian,"10,001-20,000",Baseball,NY Yankees,Hardcore collector,Yes,11-25,Limited Edition,4,Good (minor wear),3,4,Somewhat interested,"501-1,500",Once a year or less,Strongly influences,"Yes, definitely","Yes, occasionally",Definitely yes,Blockchain verification; AI-powered authenticity checks; Third-party authentication certificates; Seller ratings and reviews,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2346,35-44,Male,Arab,"20,001-35,000",Football,Bayern Munich,Investment buyer,Yes,4-10,Game-Worn,4,Mint (perfect),3,5,"Yes, very interested","501-1,500",5-10 times a year,Somewhat influences,"Yes, definitely","Yes, occasionally",Definitely yes,Money-back guarantee; AI-powered authenticity checks; Third-party authentication certificates; Seller ratings and reviews,Yes,Not really,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2347,25-34,Female,East Asian,,Baseball,LA Dodgers,Passionate fan,Yes,4-10,Signed by player,4,"Used (visible wear, but authentic)",5,3,Somewhat interested,"501-1,500",5-10 times a year,Strongly influences,"Yes, definitely","Yes, frequently",Definitely yes,Seller ratings and reviews; AI-powered authenticity checks,No,Not really,AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
2348,55-65,Female,Arab,"20,001-35,000",Football,Real Madrid,Casual viewer,No,,Regular replica,1,"Used (visible wear, but authentic)",4,1,Somewhat interested,201-500,Once a year or less,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Not sure,Blockchain verification,Yes,Somewhat,Authentication verification > Dynamic pricing transparency > AI-based recommendations > Rarity scoring system
2349,35-44,Male,Western Expat,"10,001-20,000",Basketball,LA Lakers,Investment buyer,Yes,11-25,Vintage,4,Mint (perfect),2,5,"Yes, very interested",Under 50,More than 10 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, frequently",Definitely yes,Third-party authentication certificates; Blockchain verification; AI-powered authenticity checks; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2350,,Male,Other,"10,001-20,000",Baseball,LA Dodgers,Casual viewer,No,,Regular replica,2,Mint (perfect),4,2,Not interested,Under 50,Once a year or less,No impact,"Yes, definitely","Yes, frequently",Probably yes,Blockchain verification; Seller ratings and reviews,Maybe,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2351,25-34,Female,African,"10,001-20,000",Football,Juventus,Passionate fan,No,,Limited Edition,3,Good (minor wear),5,4,"Yes, very interested",201-500,Once a year or less,Somewhat influences,"Yes, definitely","Yes, frequently",Not sure,Blockchain verification; Money-back guarantee,No,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2352,18-24,Male,Arab,"Below 3,000",Football,Arsenal,Casual viewer,Yes,26+,Game-Worn,3,"Used (visible wear, but authentic)",3,1,Not interested,50-200,Once a year or less,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Not sure,Blockchain verification; Third-party authentication certificates,No,"Yes, strongly",Rarity scoring system > Dynamic pricing transparency > Authentication verification > AI-based recommendations
2353,18-24,Male,South Asian,"20,001-35,000",Cricket,Mumbai Indians,Passionate fan,Yes,11-25,Signed by player,3,Mint (perfect),4,2,Not interested,201-500,2-4 times a year,No impact,Maybe,"Yes, occasionally",Definitely no,Third-party authentication certificates; Money-back guarantee,Yes,Somewhat,Rarity scoring system > AI-based recommendations > Authentication verification > Dynamic pricing transparency
2354,18-24,Male,South Asian,"3,000-10,000",Cricket,Australia National,Hardcore collector,Yes,26+,Game-Worn,4,Mint (perfect),3,4,Somewhat interested,"501-1,500",5-10 times a year,Somewhat influences,Maybe,No,Probably yes,AI-powered authenticity checks; Blockchain verification; Third-party authentication certificates; Money-back guarantee,Maybe,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2355,45-54,Female,East Asian,"3,000-10,000",Baseball,Boston Red Sox,Hardcore collector,Yes,4-10,Vintage,3,"Used (visible wear, but authentic)",4,4,Somewhat interested,"501-1,500",5-10 times a year,Strongly influences,Maybe,"Yes, occasionally",Definitely yes,Blockchain verification; Third-party authentication certificates; Money-back guarantee; Seller ratings and reviews,Yes,Not really,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2356,45-54,Female,Arab,"20,001-35,000",Football,Chelsea,Investment buyer,Yes,11-25,Limited Edition,3,Good (minor wear),3,3,Not interested,201-500,More than 10 times a year,Strongly influences,Maybe,"Yes, occasionally",Probably yes,AI-powered authenticity checks; Money-back guarantee; Third-party authentication certificates,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2357,45-54,Female,Western Expat,"35,001-50,000",Baseball,SF Giants,Hardcore collector,Yes,26+,Vintage,3,Good (minor wear),4,4,Somewhat interested,"1,501-3,000",5-10 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Probably no,Money-back guarantee; Blockchain verification; AI-powered authenticity checks; Third-party authentication certificates; Seller ratings and reviews,Maybe,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2358,25-34,Male,South Asian,"20,001-35,000",Cricket,Mumbai Indians,Passionate fan,Yes,4-10,Vintage,3,Good (minor wear),4,4,Somewhat interested,201-500,Once a year or less,Somewhat influences,"Yes, definitely","Yes, occasionally",Not sure,Money-back guarantee; Blockchain verification; AI-powered authenticity checks,Maybe,"Yes, strongly",Rarity scoring system > Authentication verification > AI-based recommendations > Dynamic pricing transparency
2359,18-24,Male,Arab,"Above 50,000",Other,Multiple Teams,Casual viewer,No,,Limited Edition,2,"Used (visible wear, but authentic)",4,3,Not interested,Under 50,2-4 times a year,Strongly influences,Maybe,"Yes, occasionally",Probably yes,Money-back guarantee; Blockchain verification,No,"Yes, strongly",Dynamic pricing transparency > AI-based recommendations > Rarity scoring system > Authentication verification
2360,18-24,Male,Western Expat,"10,001-20,000",Basketball,Chicago Bulls,Casual viewer,No,,Regular replica,2,Good (minor wear),1,2,Not interested,"501-1,500",2-4 times a year,Strongly influences,Maybe,"Yes, occasionally",Probably yes,Blockchain verification; Third-party authentication certificates,No,Somewhat,Rarity scoring system > Dynamic pricing transparency > AI-based recommendations > Authentication verification
2361,35-44,Male,South Asian,"Above 50,000",Cricket,Mumbai Indians,Passionate fan,Yes,4-10,Limited Edition,4,"Used (visible wear, but authentic)",5,2,Not interested,,2-4 times a year,Strongly influences,"Yes, definitely",No,,Seller ratings and reviews; Money-back guarantee; AI-powered authenticity checks,Yes,Somewhat,Authentication verification > Rarity scoring system > Dynamic pricing transparency > AI-based recommendations
2362,25-34,Male,Western Expat,"3,000-10,000",Basketball,Chicago Bulls,Hardcore collector,Yes,26+,Game-Worn,4,Mint (perfect),1,5,"Yes, very interested",201-500,Once a year or less,Strongly influences,"No, I prefer browsing on my own",No,Definitely yes,Seller ratings and reviews; Third-party authentication certificates; Money-back guarantee,Maybe,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2363,18-24,Male,Other,"35,001-50,000",Football,Liverpool,Investment buyer,No,,Signed by player,3,Mint (perfect),3,4,Somewhat interested,201-500,5-10 times a year,No impact,Maybe,"Yes, occasionally",Probably no,AI-powered authenticity checks; Third-party authentication certificates; Money-back guarantee; Blockchain verification,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2364,35-44,Female,Western Expat,"3,000-10,000",Other,Multiple Teams,Hardcore collector,Yes,4-10,Limited Edition,3,Condition doesn't matter if rare,4,5,Somewhat interested,"1,501-3,000",5-10 times a year,Strongly influences,"No, I prefer browsing on my own",No,Probably yes,Blockchain verification; Money-back guarantee; Seller ratings and reviews; AI-powered authenticity checks; Third-party authentication certificates,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2365,18-24,Male,East Asian,"10,001-20,000",Baseball,LA Dodgers,Passionate fan,Yes,4-10,Limited Edition,3,Condition doesn't matter if rare,4,2,Somewhat interested,201-500,2-4 times a year,Somewhat influences,"No, I prefer browsing on my own",No,Probably no,Seller ratings and reviews,Yes,Somewhat,Dynamic pricing transparency > Rarity scoring system > AI-based recommendations > Authentication verification
2366,25-34,Male,South Asian,"3,000-10,000",Cricket,CSK,Casual viewer,No,,Limited Edition,1,"Used (visible wear, but authentic)",2,2,Not interested,"3,000+",5-10 times a year,Somewhat influences,Maybe,No,Definitely no,AI-powered authenticity checks,Yes,Somewhat,Rarity scoring system > Dynamic pricing transparency > AI-based recommendations > Authentication verification
2367,35-44,Male,African,"3,000-10,000",Football,Juventus,Investment buyer,Yes,11-25,Signed by player,3,Good (minor wear),2,4,Somewhat interested,50-200,2-4 times a year,Somewhat influences,"No, I prefer browsing on my own","Yes, frequently",Probably yes,Seller ratings and reviews; AI-powered authenticity checks; Third-party authentication certificates; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2368,25-34,Male,East Asian,"3,000-10,000",Other,Roger Federer Fan,Passionate fan,No,,Limited Edition,4,Good (minor wear),3,3,Not interested,201-500,5-10 times a year,No impact,"No, I prefer browsing on my own","Yes, frequently",Probably yes,Seller ratings and reviews; AI-powered authenticity checks; Blockchain verification; Third-party authentication certificates,No,"Yes, strongly",Authentication verification > Dynamic pricing transparency > Rarity scoring system > AI-based recommendations
2369,25-34,Female,African,,Football,Juventus,Investment buyer,Yes,26+,Vintage,4,Mint (perfect),3,4,Somewhat interested,201-500,2-4 times a year,Somewhat influences,Maybe,No,Definitely yes,Blockchain verification; Money-back guarantee; Seller ratings and reviews; Third-party authentication certificates; AI-powered authenticity checks,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2370,35-44,Male,East Asian,"10,001-20,000",Football,Arsenal,Passionate fan,No,,Limited Edition,3,Mint (perfect),5,2,Somewhat interested,"501-1,500",2-4 times a year,Strongly influences,Maybe,"Yes, occasionally",Not sure,Third-party authentication certificates; Seller ratings and reviews,Maybe,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2371,35-44,Male,Arab,"10,001-20,000",Other,None Specific,Passionate fan,Yes,1-3,Regular replica,4,"Used (visible wear, but authentic)",3,4,"Yes, very interested",201-500,More than 10 times a year,Somewhat influences,"No, I prefer browsing on my own",No,Probably yes,Seller ratings and reviews; Blockchain verification; Money-back guarantee; Third-party authentication certificates,No,Not really,AI-based recommendations > Authentication verification > Rarity scoring system > Dynamic pricing transparency
2372,18-24,Male,Western Expat,"3,000-10,000",Football,Juventus,Casual viewer,Yes,1-3,Game-Worn,2,Good (minor wear),4,2,Somewhat interested,201-500,2-4 times a year,Somewhat influences,"Yes, definitely",No,Probably yes,Money-back guarantee,Maybe,Somewhat,Rarity scoring system > AI-based recommendations > Dynamic pricing transparency > Authentication verification
2373,25-34,Male,Arab,"10,001-20,000",Football,Al Hilal,Investment buyer,Yes,1-3,Signed by player,3,Good (minor wear),4,5,"Yes, very interested",Under 50,2-4 times a year,No impact,"Yes, definitely","Yes, occasionally",Definitely yes,Third-party authentication certificates; Money-back guarantee; AI-powered authenticity checks; Blockchain verification; Seller ratings and reviews,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
2374,18-24,Male,African,"Below 3,000",Other,None Specific,Hardcore collector,Yes,11-25,Vintage,4,Good (minor wear),3,4,Somewhat interested,"1,501-3,000",5-10 times a year,No impact,"Yes, definitely","Yes, frequently",Definitely yes,Third-party authentication certificates; Seller ratings and reviews; AI-powered authenticity checks; Blockchain verification,No,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2375,35-44,Male,Arab,"3,000-10,000",Football,Al Hilal,Investment buyer,Yes,11-25,Signed by player,4,Mint (perfect),3,4,Somewhat interested,"1,501-3,000",2-4 times a year,Strongly influences,Maybe,No,Definitely yes,AI-powered authenticity checks; Third-party authentication certificates; Money-back guarantee,Maybe,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2376,18-24,Male,Arab,"Below 3,000",Football,Chelsea,Hardcore collector,Yes,26+,Signed by player,4,Mint (perfect),4,4,Not interested,"3,000+",2-4 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Definitely yes,Money-back guarantee; Third-party authentication certificates; Blockchain verification; Seller ratings and reviews,No,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
2377,25-34,Male,East Asian,"10,001-20,000",Baseball,Boston Red Sox,Casual viewer,Yes,4-10,Game-Worn,3,Good (minor wear),2,2,Somewhat interested,201-500,2-4 times a year,Somewhat influences,"No, I prefer browsing on my own",No,Probably yes,Money-back guarantee; Third-party authentication certificates,Maybe,Somewhat,Dynamic pricing transparency > AI-based recommendations > Rarity scoring system > Authentication verification
2378,25-34,Male,Western Expat,"3,000-10,000",Baseball,NY Yankees,Casual viewer,Yes,1-3,Regular replica,1,Mint (perfect),3,3,Somewhat interested,Under 50,Once a year or less,Strongly influences,"Yes, definitely","Yes, frequently",,Money-back guarantee; Third-party authentication certificates,No,Somewhat,Rarity scoring system > Authentication verification > AI-based recommendations > Dynamic pricing transparency
